"Material","Texto breve material","Lote","Data de lançamento","Qtd.  UM registro","Montante em MI","Tipo de movimento","Nome do usuário","Hora do registro","Data de entrada","Centro","Depósito","Item doc.material","Doc.material","Unid.prç.pedido","Referência","Fornecedor","Pedido","Item",
"31_000023054","INSERTO CCMT 09T304-MM MC7025","","2026-02-26","-6","-71.88","201","310004188","18:19:53","2026-02-26","3110","1070","2","4932572832","","","","","0",
"31_000024806","INSERTO DCMT 11T308-HQ PV 720","","2026-02-13","-4","-111.96","201","310004188","18:19:53","2026-02-13","3110","1070","1","4931851787","","","","","0",
"31_000028671","INSERTO TNMG 160412 SA MC6115","","2026-02-26","-6","-99.54","201","310004188","18:19:53","2026-02-26","3110","1070","1","4932572832","","","","","0",
"31_000027394","PARAFUSO BFTX 0307A","","2026-02-18","-1","-13.89","201","310004188","18:19:51","2026-02-18","3110","1070","8","4932090146","","","","","0",
"31_000028233","BROCA MD Ø 3,8 MVS0380X10S040DP 1020 PVD","","2026-02-18","-1","-326.12","201","310004188","18:19:51","2026-02-18","3110","1070","5","4932090146","","","","","0",
"31_000028676","BROCA MD 3,8mm ADF-2D","","2026-02-18","-2","-393.54","201","310004188","18:19:51","2026-02-18","3110","1070","4","4932090146","","","","","0",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-02-18","-3","-60.84","201","310004188","18:19:51","2026-02-18","3110","1070","3","4932090146","","","","","0",
"31_000028687","INSERTO WDXT063006-G-ACK300","","2026-02-18","-8","-158.72","201","310004188","18:19:51","2026-02-18","3110","1070","1","4932090146","","","","","0",
"31_000028691","MACHO A-POT M 10 X 1.25 5P.0i","","2026-02-18","-2","-295.98","201","310004188","18:19:51","2026-02-18","3110","1070","7","4932090146","","","","","0",
"31_000028743","INSERTO TPGW 110304 TH10","","2026-02-18","-2","-59.08","201","310004188","18:19:51","2026-02-18","3110","1070","2","4932090146","","","","","0",
"31_000028818","BROCA ESC. MD 8,8x17x7x39x12x144","","2026-02-18","-4","-1730.32","201","310004188","18:19:51","2026-02-18","3110","1070","6","4932090146","","","","","0",
"31_000001458","PARAFUSO 5513.020.05 - SANDVIK","","2026-01-10","-3","-91.77","201","310004188","18:19:48","2026-01-10","3110","1070","1","4929764070","","","","","0",
"31_000024583-R","BROCA ESC. MD D4,20x14 (24583-AFIADA)","","2026-02-27","-2","0","201","310004188","18:19:11","2026-02-27","3110","1070","1","4932646724","","","","","0",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-02-23","-5","-109.85","201","310004188","18:18:47","2026-02-23","3110","1070","2","4932345976","","","","","0",
"31_000023054","INSERTO CCMT 09T304-MM MC7025","","2026-02-23","-8","-95.84","201","310004188","18:18:47","2026-02-23","3110","1070","3","4932345976","","","","","0",
"31_000028671","INSERTO TNMG 160412 SA MC6115","","2026-02-23","-4","-66.36","201","310004188","18:18:47","2026-02-23","3110","1070","1","4932345976","","","","","0",
"31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","","2026-02-19","-2","-79.90","201","310004188","18:18:36","2026-02-19","3110","1070","2","4932158807","","","","","0",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-02-19","-1","-38.18","201","310004188","18:18:36","2026-02-19","3110","1070","1","4932158807","","","","","0",
"31_000025845","INSERTO DNMG 150408 KM 3210","","2026-02-19","-4","-171.24","201","310004188","18:18:36","2026-02-19","3110","1070","3","4932158807","","","","","0",
"31_000014854","CANETA  AERÓGRAFO","","2026-02-20","-1","-551.46","201","310004188","18:18:10","2026-02-20","3110","1070","1","4932224161","","","","","0",
"31_000012247","INSERTO CCMT 060208  UE6110","","2026-01-07","-2","-19.82","201","310004188","18:18:06","2026-01-07","3110","1070","3","4929589009","","","","","0",
"31_000024937","INSERTO TNMG 130412-MT TT8125","","2026-01-07","-3","-68.55","201","310004188","18:18:06","2026-01-07","3110","1070","2","4929589009","","","","","0",
"31_000025838","INSERTO HNMG 050408-GU TT7015","","2026-01-07","-2","-78.90","201","310004188","18:18:06","2026-01-07","3110","1070","1","4929589009","","","","","0",
"31_000026691","BROCA MDØ10,6x10xD17,25x1,3x20x90l ALNOV","","2026-02-03","-1","-539.43","201","310004188","18:17:50","2026-02-03","3110","1070","1","4931199536","","","","","0",
"31_000003045","INSERTO TNMG 160404-SA UE 6105","","2026-01-13","-5","-77.60","201","310004188","18:17:39","2026-01-13","3110","1070","1","4929914980","","","","","0",
"31_000017961","FRESA T. MD. 4C. Ø12x10xD11,48 -88422079","","2026-02-02","-1","-206.79","201","310004188","18:17:22","2026-02-02","3110","1070","2","4931124722","","","","","0",
"31_000017962","FRESA T. MD. 4C. Ø10x10x52X95 88422080","","2026-02-02","-1","-164.76","201","310004188","18:17:22","2026-02-02","3110","1070","3","4931124722","","","","","0",
"31_000022374","FRESA VF2XLBR 0100N120S06","","2026-02-02","-2","-298.30","201","310004188","18:17:22","2026-02-02","3110","1070","1","4931124722","","","","","0",
"31_000028812","SERRA CIRCULAR.285 x 2,0 x 1,7 x 32 x 60","","2026-01-10","-1","-732.28","201","310004188","18:17:11","2026-01-31","3110","1070","1","4931035832","","","","","0",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-02-16","-35","-508.90","201","310004188","18:17:05","2026-02-16","3110","1070","1","4931965207","","","","","0",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-01-13","-35","-508.90","201","310004188","18:17:05","2026-01-13","3110","1070","1","4929914872","","","","","0",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-02-16","-2","-51.52","201","310004188","18:17:05","2026-02-16","3110","1070","2","4931965207","","","","","0",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-01-13","-2","-51.52","201","310004188","18:17:05","2026-01-13","3110","1070","2","4929914872","","","","","0",
"31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","","2026-02-16","-2","-35.32","201","310004188","18:17:05","2026-02-16","3110","1070","3","4931965207","","","","","0",
"31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","","2026-01-13","-1","-17.66","201","310004188","18:17:05","2026-01-13","3110","1070","3","4929914872","","","","","0",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-02-16","-2","-35.28","201","310004188","18:17:05","2026-02-16","3110","1070","4","4931965207","","","","","0",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-01-13","-2","-35.28","201","310004188","18:17:05","2026-01-13","3110","1070","4","4929914872","","","","","0",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-02-16","-2","-40.54","201","310004188","18:17:05","2026-02-16","3110","1070","5","4931965207","","","","","0",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-01-13","-1","-20.27","201","310004188","18:17:05","2026-01-13","3110","1070","5","4929914872","","","","","0",
"31_000023582-R","BROCA MD D9x81xD10 (23582-AFIADA)","","2026-01-29","-2","0","201","310004188","18:16:45","2026-01-29","3110","1070","1","4930862932","","","","","0",
"31_000025636","INSERTO SOMX 084005-UM MC5020","","2026-02-23","-8","-126.24","201","310004188","18:16:43","2026-02-23","3110","1070","4","4932345792","","","","","0",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-02-23","-10","-409.60","201","310004188","18:16:43","2026-02-23","3110","1070","2","4932345792","","","","","0",
"31_000028648","INSERTO GY2M0635J318N-BM MY5015","","2026-02-23","-3","-157.50","201","310004188","18:16:43","2026-02-23","3110","1070","3","4932345792","","","","","0",
"31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","","2026-02-23","-7","-163.10","201","310004188","18:16:43","2026-02-23","3110","1070","5","4932345792","","","","","0",
"31_000023582","BROCA MD D9x81xD10x125L DIN 338 FUT TOP","","2026-02-28","-1","-263.44","201","310004188","18:16:41","2026-02-28","3110","1070","1","4932688079","","","","","0",
"31_000005963","INSERTO TPGX 090208-HTI05T (MITSUBISHI)","","2026-02-25","-3","-56.88","201","310004188","18:15:49","2026-02-25","3110","1070","1","4932494841","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-01-10","-8","-100.80","201","310004188","18:15:49","2026-01-10","3110","1070","1","4929763961","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-01-10","-5","-107.35","201","310004188","18:15:49","2026-01-10","3110","1070","2","4929763961","","","","","0",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-02-05","-4","-58.28","201","310004188","18:15:39","2026-02-05","3110","1070","2","4931353412","","","","","0",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-05","-7","-101.71","201","310004188","18:15:39","2026-02-05","3110","1070","1","4931353412","","","","","0",
"31_000000250","BROCA PAR. AR 3,3 DIN 338 TWILL / DORMER","","2026-02-21","-1","-3.93","201","310004188","18:14:46","2026-02-21","3110","1070","1","4932260536","","","","","0",
"31_000026723","INSERTO ICP 106 IC908","","2026-01-05","-2","-795.52","201","310004188","18:14:12","2026-01-05","3110","1070","2","4929448797","","","","","0",
"31_000027193","INSERTO CCMT 060202 PF IC907","","2026-01-05","-2","-46.00","201","310004188","18:14:12","2026-01-05","3110","1070","1","4929448797","","","","","0",
"31_000028812","SERRA CIRCULAR.285 x 2,0 x 1,7 x 32 x 60","","2026-01-31","-1","-732.28","201","310004188","18:13:43","2026-01-31","3110","1070","1","4931035628","","","","","0",
"31_000024583","BROCA ESC. MD D4,20x14,9xD5 88424001-T3","","2026-01-29","-2","-253.22","201","310004188","18:13:21","2026-01-29","3110","1070","1","4930862781","","","","","0",
"31_000028708","PORTA FERRAMENTA CC ALOJ. 220056TYU","","2026-02-12","-1","-0.10","201","310004188","18:13:21","2026-02-17","3110","1070","1","4932022284","","","","","0",
"31_000028647","BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75","","2026-02-23","-8","-946.00","201","310004188","18:13:06","2026-02-23","3110","1070","1","4932345647","","","","","0",
"31_000023720","INSERTO GY2M0400G040N-MM VP20RT","","2026-01-17","-3","-109.44","201","310004188","18:12:50","2026-01-17","3110","1070","3","4930156384","","","","","0",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-17","-4","-48.32","201","310004188","18:12:50","2026-01-17","3110","1070","1","4930156384","","","","","0",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-17","-1","-19.28","201","310004188","18:12:50","2026-01-17","3110","1070","2","4930156384","","","","","0",
"31_000024806","INSERTO DCMT 11T308-HQ PV 720","","2026-01-31","-13","-363.87","201","310004188","18:12:36","2026-01-31","3110","1070","1","4931035622","","","","","0",
"31_000024808","INSERTO TPMH 080204 - SV NX2525","","2026-01-31","-3","-31.41","201","310004188","18:12:36","2026-01-31","3110","1070","4","4931035622","","","","","0",
"31_000025750","INSERTO SOMX 063005-UM VP15TF","","2026-01-31","-6","-161.34","201","310004188","18:12:36","2026-01-31","3110","1070","5","4931035622","","","","","0",
"31_000026545","INSERTO TPGH 110304L FS  VP15TF","","2026-01-31","-11","-176.66","201","310004188","18:12:36","2026-01-31","3110","1070","3","4931035622","","","","","0",
"31_000027015","INSERTO DNMG 150412-KH CA320","","2026-01-31","-11","-274.01","201","310004188","18:12:36","2026-01-31","3110","1070","2","4931035622","","","","","0",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-06","-10","-169.20","201","310004188","18:12:25","2026-02-06","3110","1070","1","4931424269","","","","","0",
"31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","","2026-02-23","-6","-239.70","201","310004188","18:12:20","2026-02-23","3110","1070","1","4932345640","","","","","0",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-02-23","-1","-38.18","201","310004188","18:12:20","2026-02-23","3110","1070","4","4932345640","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-02-23","-4","-150.84","201","310004188","18:12:20","2026-02-23","3110","1070","3","4932345640","","","","","0",
"31_000025845","INSERTO DNMG 150408 KM 3210","","2026-02-23","-1","-42.81","201","310004188","18:12:20","2026-02-23","3110","1070","2","4932345640","","","","","0",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-02-23","-2","-81.92","201","310004188","18:12:20","2026-02-23","3110","1070","5","4932345640","","","","","0",
"31_000027591","INSERTO TNMG 160412 RS MP9015","","2026-01-14","10","145.40","202","310004188","18:12:11","2026-01-14","3110","1070","2","4929985926","","","","","0",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-14","10","185.90","202","310004188","18:12:11","2026-01-14","3110","1070","1","4929985926","","","","","0",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-02-10","-4","-60.52","201","310004188","18:12:06","2026-02-10","3110","1070","2","4931630035","","","","","0",
"31_000023583","BROCA ESP. MVX2100X2F25 Ø21x2D","","2026-02-10","-1","-1201.76","201","310004188","18:12:06","2026-02-10","3110","1070","1","4931630035","","","","","0",
"31_000028718","BRUNIDOR 3,5x8,65x30 MS025 S AB N60202","","2026-02-04","-8","-667.84","201","310004188","18:11:49","2026-02-04","3110","1070","1","4931275369","","","","","0",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-02-16","-1","-38.18","201","310004188","18:11:39","2026-02-16","3110","1070","3","4931965034","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-02-16","-1","-37.71","201","310004188","18:11:39","2026-02-16","3110","1070","2","4931965034","","","","","0",
"31_000025845","INSERTO DNMG 150408 KM 3210","","2026-02-16","-3","-128.43","201","310004188","18:11:39","2026-02-16","3110","1070","1","4931965034","","","","","0",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-02-16","-1","-40.96","201","310004188","18:11:39","2026-02-16","3110","1070","4","4931965034","","","","","0",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-01-30","-6","-245.76","201","310004188","18:11:34","2026-01-30","3110","1070","1","4930980914","","","","","0",
"31_000011513","PORTA FERR. DGFH-32-2","","2026-01-20","-1","-531.27","201","310004188","18:11:07","2026-01-20","3110","1070","1","4930311503","","","","","0",
"31_000011355","PORTA FERR. DGFH-32-3","","2026-01-12","-1","-820.42","201","310004188","18:10:45","2026-01-12","3110","1070","1","4929842937","","","","","0",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-16","-7","-130.13","201","310004188","18:10:45","2026-01-16","3110","1070","1","4930118138","","","","","0",
"31_000024270","CALÇO 5322-425-01 P/DSSNR/L","","2026-02-28","-1","-31.16","201","310004188","18:09:47","2026-02-28","3110","1070","1","4932687932","","","","","0",
"31_000024800","INSERTO CCMT 09T308-CM T515","","2026-02-16","-2","-49.42","201","310004188","18:09:36","2026-02-16","3110","1070","7","4931964913","","","","","0",
"31_000028662","INSERTO WNMG080408PQ PV710","","2026-02-16","-3","-60.21","201","310004188","18:09:36","2026-02-16","3110","1070","2","4931964913","","","","","0",
"31_000028680","INSERTO DCMT11T308-CM T5115","","2026-02-16","-1","-24.64","201","310004188","18:09:36","2026-02-16","3110","1070","6","4931964913","","","","","0",
"31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","","2026-02-16","-6","-139.80","201","310004188","18:09:36","2026-02-16","3110","1070","5","4931964913","","","","","0",
"31_000028741","INSERTO CCMT 060208-PSS AH725","","2026-02-16","-3","-58.83","201","310004188","18:09:36","2026-02-16","3110","1070","8","4931964913","","","","","0",
"31_000028742","INSERTO DCMT 11T312-PS AH8005","","2026-02-16","-4","-100.20","201","310004188","18:09:36","2026-02-16","3110","1070","4","4931964913","","","","","0",
"31_000028897","INSERTO DNMG150412 M6 TP1501","","2026-02-16","-5","-308.10","201","310004188","18:09:36","2026-02-16","3110","1070","3","4931964913","","","","","0",
"31_000028965","INSERTO WNMG060408 N-FB-T-1500A","","2026-02-16","-3","-80.07","201","310004188","18:09:36","2026-02-16","3110","1070","1","4931964913","","","","","0",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-01-26","-6","-888.60","201","310004188","18:09:34","2026-01-26","3110","1070","4","4930643690","","","","","0",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-01-26","-4","-87.88","201","310004188","18:09:34","2026-01-26","3110","1070","3","4930643690","","","","","0",
"31_000018867","INSERTO SOMX 070305-DT IC808","","2026-01-26","-7","-352.45","201","310004188","18:09:34","2026-01-26","3110","1070","2","4930643690","","","","","0",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-01-26","-11","-403.92","201","310004188","18:09:34","2026-01-26","3110","1070","1","4930643690","","","","","0",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-05","-2","-31.04","201","310004188","18:08:40","2026-01-05","3110","1070","3","4929448473","","","","","0",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-05","-6","-72.48","201","310004188","18:08:40","2026-01-05","3110","1070","1","4929448473","","","","","0",
"31_000028713","INSERTO CCMT 060204E-FF2 TT010","","2026-01-05","-2","-43.26","201","310004188","18:08:40","2026-01-05","3110","1070","4","4929448473","","","","","0",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-05","-1","-19.28","201","310004188","18:08:40","2026-01-05","3110","1070","2","4929448473","","","","","0",
"31_000025261","PORTA FERR. LGY2525-3T10","","2026-01-23","-1","-449.21","201","310004188","18:08:34","2026-01-23","3110","1070","1","4930525990","","","","","0",
"31_000025814-R","BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR","","2026-01-31","-1","0","201","310004188","18:08:24","2026-01-31","3110","1070","1","4931035516","","","","","0",
"31_000006116","PARAFUSO TPS43 M4x0,7xD5,4x10 60°","","2026-01-22","-3","-54.78","201","310004188","18:07:59","2026-01-22","3110","1070","1","4930457756","","","","","0",
"31_000026792","GRAMPO DE FIXAÇÃO DCK 2613","","2026-02-13","-1","-51.09","201","310004188","18:07:50","2026-02-13","3110","1070","1","4931850969","","","","","0",
"31_000012811","INSERTO TNMG 160408- TF IC908","","2026-01-10","-10","-232.60","201","310004188","18:07:32","2026-01-10","3110","1070","1","4929763721","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-02-21","-7","-88.20","201","310004188","18:07:32","2026-02-21","3110","1070","2","4932260340","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-02-21","-3","-64.41","201","310004188","18:07:32","2026-02-21","3110","1070","1","4932260340","","","","","0",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-10","-10","-192.80","201","310004188","18:07:32","2026-01-10","3110","1070","2","4929763721","","","","","0",
"31_000005963","INSERTO TPGX 090208-HTI05T (MITSUBISHI)","","2026-02-03","-2","-37.92","201","310004188","18:06:53","2026-02-03","3110","1070","2","4931198782","","","","","0",
"31_000022792","INSERTO TPGX 080208-HTI10","","2026-02-03","-2","-33.66","201","310004188","18:06:53","2026-02-03","3110","1070","1","4931198782","","","","","0",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-02-27","-6","-888.60","201","310004188","18:06:44","2026-02-27","3110","1070","1","4932646292","","","","","0",
"31_000027975","INSERTO WNMG 080408 MW UC5105","","2026-02-06","3","62.40","202","310004188","18:06:37","2026-02-06","3110","1070","5","4931424043","","","","","0",
"31_000028264","INSERTO TNMG 160408 PQ CCX","","2026-02-06","2","40.02","202","310004188","18:06:37","2026-02-06","3110","1070","4","4931424043","","","","","0",
"31_000028662","INSERTO WNMG080408PQ PV710","","2026-02-06","3","60.21","202","310004188","18:06:37","2026-02-06","3110","1070","1","4931424043","","","","","0",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-02-06","10","202.80","202","310004188","18:06:37","2026-02-06","3110","1070","3","4931424043","","","","","0",
"31_000028722","INSERTO TPGB 110308 PV7005","","2026-02-06","8","259.36","202","310004188","18:06:37","2026-02-06","3110","1070","2","4931424043","","","","","0",
"31_000025814-R","BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR","","2026-02-19","-1","0","201","310004188","18:06:01","2026-02-19","3110","1070","1","4932158174","","","","","0",
"31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","","2026-02-17","-10","-399.50","201","310004188","18:05:43","2026-02-17","3110","1070","6","4932021889","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-02-17","-5","-188.55","201","310004188","18:05:43","2026-02-17","3110","1070","2","4932021889","","","","","0",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-17","-4","-58.12","201","310004188","18:05:43","2026-02-17","3110","1070","3","4932021889","","","","","0",
"31_000025845","INSERTO DNMG 150408 KM 3210","","2026-02-17","-5","-214.05","201","310004188","18:05:43","2026-02-17","3110","1070","1","4932021889","","","","","0",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-02-17","-5","-204.80","201","310004188","18:05:43","2026-02-17","3110","1070","4","4932021889","","","","","0",
"31_000028774","INSERTO XCMT 150304 SVXUE6020","","2026-02-17","-5","-80.10","201","310004188","18:05:43","2026-02-17","3110","1070","5","4932021889","","","","","0",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-02-19","-1","-38.18","201","310004188","18:05:09","2026-02-19","3110","1070","5","4932158078","","","","","0",
"31_000008851","PARAFUSO SR 14-551 P/CALÇO SVJNL-11","","2026-02-19","-1","-21.97","201","310004188","18:05:09","2026-02-19","3110","1070","4","4932158078","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-02-19","-7","-263.97","201","310004188","18:05:09","2026-02-19","3110","1070","1","4932158078","","","","","0",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-19","-1","-14.53","201","310004188","18:05:09","2026-02-19","3110","1070","3","4932158078","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-02-19","-2","-25.20","201","310004188","18:05:09","2026-02-19","3110","1070","2","4932158078","","","","","0",
"31_000028636","INSERTO SOMX094506-UM VP15TF","","2026-02-19","-1","-29.41","201","310004188","18:05:09","2026-02-19","3110","1070","6","4932158078","","","","","0",
"31_000028718","BRUNIDOR 3,5x8,65x30 MS025 S AB N60202","","2026-01-28","-8","-667.84","201","310004188","18:04:55","2026-01-28","3110","1070","1","4930790370","","","","","0",
"31_000019499","INSERTO AOMT 030204 - N - 45DT IC1008","","2026-02-16","-2","-65.76","201","310004188","18:04:29","2026-02-16","3110","1070","1","4931964623","","","","","0",
"31_000001670","MACHO MAQ. M8x1,25 260/1 DIN 376-OX  OSG","","2026-02-03","-1","-71.19","201","310004188","18:03:47","2026-02-03","3110","1070","1","4931198525","","","","","0",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-19","-5","-53.95","201","310004188","18:03:47","2026-01-19","3110","1070","3","4930239168","","","","","0",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-02-03","-5","-72.85","201","310004188","18:03:47","2026-02-03","3110","1070","3","4931198525","","","","","0",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-03","-5","-72.65","201","310004188","18:03:47","2026-02-03","3110","1070","2","4931198525","","","","","0",
"31_000025460","BROCA MD Ø 12,5X45XD12X90L FUT TOP","","2026-01-19","-1","-217.69","201","310004188","18:03:47","2026-01-19","3110","1070","7","4930239168","","","","","0",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-01-19","-10","-105.10","201","310004188","18:03:47","2026-01-19","3110","1070","4","4930239168","","","","","0",
"31_000025838","INSERTO HNMG 050408-GU TT7015","","2026-01-19","-3","-118.35","201","310004188","18:03:47","2026-01-19","3110","1070","1","4930239168","","","","","0",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-19","-4","-67.68","201","310004188","18:03:47","2026-01-19","3110","1070","6","4930239168","","","","","0",
"31_000028326","MICRO RETÍFICA 9GQEDA 56.000RPM 90PSI","","2026-01-19","-1","-249.59","201","310004188","18:03:47","2026-01-19","3110","1070","2","4930239168","","","","","0",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-19","-3","-55.77","201","310004188","18:03:47","2026-01-19","3110","1070","5","4930239168","","","","","0",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-01-06","-35","-508.90","201","310004188","18:03:02","2026-01-06","3110","1070","1","4929517688","","","","","0",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-01-06","-2","-51.52","201","310004188","18:03:02","2026-01-06","3110","1070","2","4929517688","","","","","0",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-01-06","-2","-35.28","201","310004188","18:03:02","2026-01-06","3110","1070","3","4929517688","","","","","0",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-01-06","-1","-20.27","201","310004188","18:03:02","2026-01-06","3110","1070","4","4929517688","","","","","0",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-01-31","-4","-60.52","201","310004188","18:02:07","2026-01-31","3110","1070","2","4931035340","","","","","0",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-01-31","-6","-158.22","201","310004188","18:02:07","2026-01-31","3110","1070","1","4931035340","","","","","0",
"31_000010613","BRUNIDOR SINT ( MS-20 ) 3,5x7,1x29,9x1,5","","2026-02-21","-4","-221.68","201","310004188","18:01:20","2026-02-21","3110","1070","1","4932260028","","","","","0",
"31_000028647","BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75","","2026-02-21","-8","-946.00","201","310004188","18:01:20","2026-02-21","3110","1070","2","4932260028","","","","","0",
"31_000027792","BROCA CENTRO MD 2C Ø3x7,5xD10x55L S/COB","","2026-02-05","-2","-450.16","201","310004188","18:01:16","2026-02-05","3110","1070","1","4931352462","","","","","0",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-30","-2","-37.18","201","310004188","18:01:14","2026-01-30","3110","1070","1","4930979006","","","","","0",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-30","-4","-74.36","201","310004188","18:00:19","2026-01-30","3110","1070","1","4930979003","","","","","0",
"31_000028718","BRUNIDOR 3,5x8,65x30 MS025 S AB N60202","","2026-02-03","-8","-667.84","201","310004188","17:59:43","2026-02-03","3110","1070","1","4931198391","","","","","0",
"31_000023582-R","BROCA MD D9x81xD10 (23582-AFIADA)","","2026-02-03","-1","0","201","310004188","17:59:18","2026-02-03","3110","1070","1","4931198378","","","","","0",
"31_000025814-R","BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR","","2026-02-12","-1","0","201","310004188","17:58:44","2026-02-12","3110","1070","1","4931779576","","","","","0",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-02-10","-12","-243.36","201","310004188","17:58:06","2026-02-13","3110","1070","1","4931850603","","","","","0",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-02-13","-7","-141.96","201","310004188","17:57:26","2026-02-13","3110","1070","1","4931850602","","","","","0",
"31_000028554","INSERTO CCGW 060208 NU BN2000","","2026-02-11","-2","-210.18","201","310004188","17:57:23","2026-02-11","3110","1070","1","4931704123","","","","","0",
"31_000025918","CHAVE TORX TORQUIMETRO 5680.100.03 T8","","2026-01-14","-1","-404.53","201","310004188","17:57:03","2026-01-14","3110","1070","3","4929985045","","","","","0",
"31_000025920","CHAVE TORX TORQUIMETRO 5680.100.06 T15","","2026-01-14","-1","-389.17","201","310004188","17:57:03","2026-01-14","3110","1070","1","4929985045","","","","","0",
"31_000000184","MACHO MAQ. M5 6H 250/1 DIN 371","","2026-02-09","-1","-60.71","201","310004188","17:54:09","2026-02-09","3110","1070","3","4931552512","","","","","0",
"31_000000186","MACHO MAQ. M6 6H 250/1 DIN 371","","2026-02-09","-1","-67.33","201","310004188","17:54:09","2026-02-09","3110","1070","2","4931552512","","","","","0",
